id,latest_ep,name,genre,status,score,review,publish_year,duration,link
4097,12/12,Tasogare Outfocus,Đời thường,Hoàn thành,3.3,121,2024,12 Tập,https://animehay.cam/thong-tin-phim/tasogare-outfocus-4097.html
4099,12/12,Quality Assurance in Another World,Anime,Hoàn thành,6.8,50,2024,12 Tập,https://animehay.cam/thong-tin-phim/quality-assurance-in-another-world-4099.html
4099,12/12,Quality Assurance in Another World,Hành động,Hoàn thành,6.8,50,2024,12 Tập,https://animehay.cam/thong-tin-phim/quality-assurance-in-another-world-4099.html
4099,12/12,Quality Assurance in Another World,Siêu nhiên,Hoàn thành,6.8,50,2024,12 Tập,https://animehay.cam/thong-tin-phim/quality-assurance-in-another-world-4099.html
4099,12/12,Quality Assurance in Another World,Phiêu lưu,Hoàn thành,6.8,50,2024,12 Tập,https://animehay.cam/thong-tin-phim/quality-assurance-in-another-world-4099.html
4099,12/12,Quality Assurance in Another World,Viễn tưởng,Hoàn thành,6.8,50,2024,12 Tập,https://animehay.cam/thong-tin-phim/quality-assurance-in-another-world-4099.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Anime,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Hành động,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Hài hước,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Giả tưởng,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Shounen,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
4035,23/24,Tensei shitara Slime Datta Ken 3rd Season,Phiêu lưu,Đang tiến hành,8.9,464,2024,24 Tập,https://animehay.cam/thong-tin-phim/tensei-shitara-slime-datta-ken-3rd-season-4035.html
3801,67/104,Đấu La Đại Lục 2 Tuyệt Thế Đường Môn,CN Animation,Đang tiến hành,7.6,724,2023,104 Tập,https://animehay.cam/thong-tin-phim/dau-la-dai-luc-2-tuyet-the-duong-mon-3801.html
3801,67/104,Đấu La Đại Lục 2 Tuyệt Thế Đường Môn,Huyền ảo,Đang tiến hành,7.6,724,2023,104 Tập,https://animehay.cam/thong-tin-phim/dau-la-dai-luc-2-tuyet-the-duong-mon-3801.html
3801,67/104,Đấu La Đại Lục 2 Tuyệt Thế Đường Môn,Dị giới,Đang tiến hành,7.6,724,2023,104 Tập,https://animehay.cam/thong-tin-phim/dau-la-dai-luc-2-tuyet-the-duong-mon-3801.html
3051,420/464,Vô Thượng Thần Đế,CN Animation,Đang tiến hành,8.0,749,2020,464 Tập,https://animehay.cam/thong-tin-phim/vo-thuong-than-de-3051.html
3051,420/464,Vô Thượng Thần Đế,Tiên hiệp,Đang tiến hành,8.0,749,2020,464 Tập,https://animehay.cam/thong-tin-phim/vo-thuong-than-de-3051.html
3051,420/464,Vô Thượng Thần Đế,Trùng sinh,Đang tiến hành,8.0,749,2020,464 Tập,https://animehay.cam/thong-tin-phim/vo-thuong-than-de-3051.html
3051,420/464,Vô Thượng Thần Đế,Huyền ảo,Đang tiến hành,8.0,749,2020,464 Tập,https://animehay.cam/thong-tin-phim/vo-thuong-than-de-3051.html
4091,12/12,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Anime,Đang tiến hành,9.2,378,2024,12 Tập,https://animehay.cam/thong-tin-phim/tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san-4091.html
4091,12/12,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Hài hước,Đang tiến hành,9.2,378,2024,12 Tập,https://animehay.cam/thong-tin-phim/tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san-4091.html
4091,12/12,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Tình cảm,Đang tiến hành,9.2,378,2024,12 Tập,https://animehay.cam/thong-tin-phim/tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san-4091.html
4091,12/12,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Học đường,Đang tiến hành,9.2,378,2024,12 Tập,https://animehay.cam/thong-tin-phim/tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san-4091.html
3441,49/56,Vĩnh Sinh,CN Animation,Đang tiến hành,9.1,619,2022,56 Tập,https://animehay.cam/thong-tin-phim/vinh-sinh-3441.html
3441,49/56,Vĩnh Sinh,Tiên hiệp,Đang tiến hành,9.1,619,2022,56 Tập,https://animehay.cam/thong-tin-phim/vinh-sinh-3441.html
3441,49/56,Vĩnh Sinh,Huyền ảo,Đang tiến hành,9.1,619,2022,56 Tập,https://animehay.cam/thong-tin-phim/vinh-sinh-3441.html
3441,49/56,Vĩnh Sinh,Võ hiệp,Đang tiến hành,9.1,619,2022,56 Tập,https://animehay.cam/thong-tin-phim/vinh-sinh-3441.html
3300,342/380,Nghịch Thiên Chí Tôn,CN Animation,Đang tiến hành,7.5,584,2021,380 Tập,https://animehay.cam/thong-tin-phim/nghich-thien-chi-ton-3300.html
3300,342/380,Nghịch Thiên Chí Tôn,Tiên hiệp,Đang tiến hành,7.5,584,2021,380 Tập,https://animehay.cam/thong-tin-phim/nghich-thien-chi-ton-3300.html
3300,342/380,Nghịch Thiên Chí Tôn,Trùng sinh,Đang tiến hành,7.5,584,2021,380 Tập,https://animehay.cam/thong-tin-phim/nghich-thien-chi-ton-3300.html
4096,11/??,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Anime,Đang tiến hành,8.2,217,2024,?? Tập,https://animehay.cam/thong-tin-phim/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made-4096.html
