id,latest_ep,name,genre,status,score,review,publish_year,duration,link
3231,272/274,Vạn Giới Độc Tôn,CN Animation,Đang tiến hành,8.1,552,2021,274 Tập,https://animehay.cam/thong-tin-phim/van-gioi-doc-ton-3231.html
3231,272/274,Vạn Giới Độc Tôn,Kiếm hiệp,Đang tiến hành,8.1,552,2021,274 Tập,https://animehay.cam/thong-tin-phim/van-gioi-doc-ton-3231.html
3231,272/274,Vạn Giới Độc Tôn,Huyền ảo,Đang tiến hành,8.1,552,2021,274 Tập,https://animehay.cam/thong-tin-phim/van-gioi-doc-ton-3231.html
3231,272/274,Vạn Giới Độc Tôn,Dị giới,Đang tiến hành,8.1,552,2021,274 Tập,https://animehay.cam/thong-tin-phim/van-gioi-doc-ton-3231.html
3717,169/260,Luyện Khí Mười Vạn Năm,CN Animation,Đang tiến hành,8.5,699,2023,260 Tập,https://animehay.cam/thong-tin-phim/luyen-khi-muoi-van-nam-3717.html
3717,169/260,Luyện Khí Mười Vạn Năm,Tiên hiệp,Đang tiến hành,8.5,699,2023,260 Tập,https://animehay.cam/thong-tin-phim/luyen-khi-muoi-van-nam-3717.html
3717,169/260,Luyện Khí Mười Vạn Năm,Huyền ảo,Đang tiến hành,8.5,699,2023,260 Tập,https://animehay.cam/thong-tin-phim/luyen-khi-muoi-van-nam-3717.html
