id,latest_ep,name,genre,status,score,review,publish_year,duration,link
4103,11/??,Fairy Tail: 100 Years Quest,Hành động,Đang tiến hành,9.4,220,2024,?? Tập,https://animehay.biz/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4103,11/??,Fairy Tail: 100 Years Quest,Giả tưởng,Đang tiến hành,9.4,220,2024,?? Tập,https://animehay.biz/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4103,11/??,Fairy Tail: 100 Years Quest,Phiêu lưu,Đang tiến hành,9.4,220,2024,?? Tập,https://animehay.biz/thong-tin-phim/fairy-tail-100-years-quest-4103.html
3879,54/76,Tiên Nghịch,CN Animation,Đang tiến hành,9.3,1232,2023,76 Tập,https://animehay.biz/thong-tin-phim/tien-nghich-3879.html
3879,54/76,Tiên Nghịch,Tiên hiệp,Đang tiến hành,9.3,1232,2023,76 Tập,https://animehay.biz/thong-tin-phim/tien-nghich-3879.html
3879,54/76,Tiên Nghịch,Huyền ảo,Đang tiến hành,9.3,1232,2023,76 Tập,https://animehay.biz/thong-tin-phim/tien-nghich-3879.html
3723,79/182,Tiên Võ Truyện,CN Animation,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.biz/thong-tin-phim/tien-vo-truyen-3723.html
3723,79/182,Tiên Võ Truyện,Tiên hiệp,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.biz/thong-tin-phim/tien-vo-truyen-3723.html
3723,79/182,Tiên Võ Truyện,Huyền ảo,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.biz/thong-tin-phim/tien-vo-truyen-3723.html
34,1119/??,One Piece,Anime,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
34,1119/??,One Piece,Hành động,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
34,1119/??,One Piece,Hài hước,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
34,1119/??,One Piece,Phiêu lưu,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
34,1119/??,One Piece,Shounen,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
34,1119/??,One Piece,Drama,Đang tiến hành,9.0,16360,1999,?? Tập,https://animehay.biz/thong-tin-phim/one-piece-34.html
4120,10/??,Koi wa Futago de Warikirenai,Anime,Đang tiến hành,6.4,40,2024,?? Tập,https://animehay.biz/thong-tin-phim/koi-wa-futago-de-warikirenai-4120.html
4120,10/??,Koi wa Futago de Warikirenai,Hài hước,Đang tiến hành,6.4,40,2024,?? Tập,https://animehay.biz/thong-tin-phim/koi-wa-futago-de-warikirenai-4120.html
4120,10/??,Koi wa Futago de Warikirenai,Tình cảm,Đang tiến hành,6.4,40,2024,?? Tập,https://animehay.biz/thong-tin-phim/koi-wa-futago-de-warikirenai-4120.html
4117,10/??,Makeine: Too Many Losing Heroines!,Anime,Đang tiến hành,8.7,107,2024,?? Tập,https://animehay.biz/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4117,10/??,Makeine: Too Many Losing Heroines!,Tình cảm,Đang tiến hành,8.7,107,2024,?? Tập,https://animehay.biz/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4117,10/??,Makeine: Too Many Losing Heroines!,Học đường,Đang tiến hành,8.7,107,2024,?? Tập,https://animehay.biz/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4117,10/??,Makeine: Too Many Losing Heroines!,Đời thường,Đang tiến hành,8.7,107,2024,?? Tập,https://animehay.biz/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4116,10/??,Atri: My Dear Moments,Anime,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.biz/thong-tin-phim/atri-my-dear-moments-4116.html
4116,10/??,Atri: My Dear Moments,Tình cảm,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.biz/thong-tin-phim/atri-my-dear-moments-4116.html
4116,10/??,Atri: My Dear Moments,Drama,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.biz/thong-tin-phim/atri-my-dear-moments-4116.html
4102,12/12,Mob kara Hajimaru Tansaku Eiyuutan,Anime,Đang tiến hành,7.4,117,2024,12 Tập,https://animehay.biz/thong-tin-phim/mob-kara-hajimaru-tansaku-eiyuutan-4102.html
4102,12/12,Mob kara Hajimaru Tansaku Eiyuutan,Hành động,Đang tiến hành,7.4,117,2024,12 Tập,https://animehay.biz/thong-tin-phim/mob-kara-hajimaru-tansaku-eiyuutan-4102.html
4102,12/12,Mob kara Hajimaru Tansaku Eiyuutan,Harem,Đang tiến hành,7.4,117,2024,12 Tập,https://animehay.biz/thong-tin-phim/mob-kara-hajimaru-tansaku-eiyuutan-4102.html
4102,12/12,Mob kara Hajimaru Tansaku Eiyuutan,Siêu nhiên,Đang tiến hành,7.4,117,2024,12 Tập,https://animehay.biz/thong-tin-phim/mob-kara-hajimaru-tansaku-eiyuutan-4102.html
