id,name,genre,status,score,review,publish_year,duration,link
4025,Kuragehime,Hài hước,Hoàn thành,9.1,15,2010,11 Tập,https://animehay.in/thong-tin-phim/kuragehime-1707.html
4025,Kuragehime,Đời thường,Hoàn thành,9.1,15,2010,11 Tập,https://animehay.in/thong-tin-phim/kuragehime-1707.html
4025,Golgo 13,Anime,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Golgo 13,Hành động,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Golgo 13,Phiêu lưu,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Golgo 13,Drama,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Golgo 13,Seinen,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Golgo 13,Thriller,Hoàn thành,8.3,24,2008,50 Tập,https://animehay.in/thong-tin-phim/golgo-13-2128.html
4025,Anohana (Live Action),Anime,Hoàn thành,6.1,26,2015,113 phút,https://animehay.in/thong-tin-phim/anohana-live-action-2150.html
4025,Anohana (Live Action),Live Action,Hoàn thành,6.1,26,2015,113 phút,https://animehay.in/thong-tin-phim/anohana-live-action-2150.html
4025,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai The Movie,Đời thường,Hoàn thành,9.9,214,2013,99 phút,https://animehay.in/thong-tin-phim/ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai-the-movie-2149.html
4025,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai The Movie,Siêu nhiên,Hoàn thành,9.9,214,2013,99 phút,https://animehay.in/thong-tin-phim/ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai-the-movie-2149.html
4025,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai The Movie,Drama,Hoàn thành,9.9,214,2013,99 phút,https://animehay.in/thong-tin-phim/ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai-the-movie-2149.html
4025,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai The Movie,Anime,Hoàn thành,9.9,214,2013,99 phút,https://animehay.in/thong-tin-phim/ano-hi-mita-hana-no-namae-wo-bokutachi-wa-mada-shiranai-the-movie-2149.html
4025,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? OVA,Anime,Hoàn thành,9.3,173,2013,23 phút,https://animehay.in/thong-tin-phim/mondaiji-tachi-ga-isekai-kara-kuru-sou-desu-yo-ova-2148.html
